Age group by 5,Category,Color,Customer ID,Discount Applied,Frequency of Purchases,Gender,Item Purchased,Location,Payment Method,Promo Code Used,Season,Shipping Type,Size,Subscription Status,Age,Almont Money,Customers by Season,Money by Accessories,Money by Clothing,Money by Footwear,Money by Outerwear,Previous Purchases,Purchase Amount (USD),Review Rating
20-25,Outerwear,Red,2803,No,Fortnightly,Female,Coat,Hawaii,Credit Card,No,Fall,Store Pickup,L,No,22,100,2803,,,,100,42,100,3.1
45-50,Outerwear,Purple,3284,No,Every 3 Months,Female,Jacket,North Carolina,Debit Card,No,Spring,Express,L,No,47,,,,,,,10,24,2.9
60-65,Outerwear,Teal,3204,No,Annually,Female,Coat,New Jersey,Venmo,No,Spring,Express,L,No,63,,,,,,,14,29,4.1
25-30,Outerwear,Cyan,3870,No,Annually,Female,Coat,Arizona,Bank Transfer,No,Spring,Free Shipping,L,No,26,,,,,,,28,64,3.8
30-35,Outerwear,Indigo,2994,No,Bi-Weekly,Female,Jacket,Kansas,Cash,No,Spring,Free Shipping,L,No,32,,,,,,,18,21,4.2
55-60,Outerwear,Turquoise,3693,No,Fortnightly,Female,Coat,Alabama,Cash,No,Spring,Free Shipping,L,No,59,,,,,,,29,34,4.8
40-45,Outerwear,Orange,3783,No,Fortnightly,Female,Jacket,Alabama,PayPal,No,Spring,Free Shipping,L,No,40,,,,,,,42,45,2.8
50-55,Outerwear,Black,3291,No,Monthly,Female,Coat,North Dakota,PayPal,No,Spring,Free Shipping,L,No,52,,,,,,,2,82,3.1
20-25,Outerwear,Turquoise,2749,No,Annually,Female,Jacket,Virginia,Venmo,No,Spring,Free Shipping,L,No,24,,,,,,,16,98,3
30-35,Outerwear,Lavender,3126,No,Quarterly,Female,Coat,Oregon,Cash,No,Spring,Standard,L,No,33,,,,,,,3,26,4
50-55,Outerwear,Gray,3117,No,Weekly,Female,Coat,Montana,Venmo,No,Spring,Store Pickup,L,No,50,,,,,,,1,66,3.7
55-60,Outerwear,White,3220,No,Weekly,Female,Coat,Kansas,Credit Card,No,Summer,2-Day Shipping,L,No,57,,,,,,,39,40,3.5
25-30,Outerwear,Charcoal,3002,No,Quarterly,Female,Coat,Montana,Credit Card,No,Summer,Express,L,No,29,,,,,,,28,29,4.7
40-45,Outerwear,Gray,3834,No,Every 3 Months,Female,Jacket,Arizona,PayPal,No,Summer,Free Shipping,L,No,44,,,,,,,17,93,4.6
65-70,Outerwear,Purple,2711,No,Fortnightly,Female,Jacket,Wisconsin,Bank Transfer,No,Summer,Standard,L,No,69,,,,,,,3,51,4.7
45-50,Outerwear,Lavender,3868,No,Monthly,Female,Jacket,Maryland,Credit Card,No,Summer,Standard,L,No,46,,,,,,,28,21,2.7
60-65,Outerwear,Orange,3307,No,Fortnightly,Female,Jacket,Colorado,Venmo,No,Summer,Store Pickup,L,No,63,,,,,,,6,39,3.6
20-25,Outerwear,Blue,3338,No,Bi-Weekly,Female,Jacket,Arizona,Bank Transfer,No,Winter,2-Day Shipping,L,No,23,,,,,,,45,23,4.4
20-25,Outerwear,Pink,3753,No,Weekly,Female,Coat,Washington,Venmo,No,Winter,2-Day Shipping,L,No,24,,,,,,,43,81,4.1
40-45,Outerwear,Cyan,2914,No,Every 3 Months,Female,Coat,Wyoming,Cash,No,Winter,Express,L,No,43,,,,,,,12,83,3.5
45-50,Outerwear,Pink,3287,No,Fortnightly,Female,Jacket,Illinois,Venmo,No,Winter,Express,L,No,45,,,,,,,4,67,5
35-40,Outerwear,Lavender,3843,No,Monthly,Female,Jacket,Colorado,Debit Card,No,Winter,Next Day Air,L,No,35,,,,,,,42,84,4.2
50-55,Outerwear,Turquoise,3043,No,Every 3 Months,Female,Coat,South Dakota,PayPal,No,Winter,Next Day Air,L,No,53,,,,,,,14,27,2.9
15-20,Outerwear,Beige,3423,No,Monthly,Female,Coat,New York,Venmo,No,Winter,Next Day Air,L,No,19,,,,,,,9,91,3.2
40-45,Outerwear,Red,2698,No,Quarterly,Female,Jacket,Delaware,Bank Transfer,No,Winter,Standard,L,No,42,,,,,,,36,52,3.2
60-65,Outerwear,Red,3729,No,Annually,Female,Jacket,Vermont,Debit Card,No,Winter,Standard,L,No,62,,,,,,,1,31,3
60-65,Outerwear,Violet,3800,No,Monthly,Female,Jacket,Oklahoma,Credit Card,No,Winter,Store Pickup,L,No,60,,,,,,,13,26,2.6
35-40,Outerwear,Indigo,2835,No,Weekly,Female,Jacket,Texas,Credit Card,No,Fall,2-Day Shipping,M,No,39,43,2835,,,,43,17,43,2.9
15-20,Outerwear,Magenta,2714,No,Annually,Female,Coat,Mississippi,Debit Card,No,Fall,2-Day Shipping,M,No,19,57,2714,,,,57,20,57,3.8
65-70,Outerwear,Brown,3299,No,Every 3 Months,Female,Jacket,New Mexico,Bank Transfer,No,Fall,Express,M,No,65,73,3299,,,,73,6,73,3.5
60-65,Outerwear,Violet,3576,No,Bi-Weekly,Female,Coat,Kentucky,Venmo,No,Fall,Express,M,No,61,95,3576,,,,95,49,95,3.7
50-55,Outerwear,Cyan,3642,No,Every 3 Months,Female,Jacket,New York,Bank Transfer,No,Fall,Free Shipping,M,No,51,45,3642,,,,45,39,45,2.7
50-55,Outerwear,Blue,2839,No,Weekly,Female,Jacket,Maine,Bank Transfer,No,Fall,Free Shipping,M,No,51,50,2839,,,,50,2,50,3.7
65-70,Outerwear,Teal,2862,No,Monthly,Female,Coat,Maryland,Credit Card,No,Fall,Free Shipping,M,No,66,54,2862,,,,54,27,54,3.4
25-30,Outerwear,Pink,3384,No,Bi-Weekly,Female,Coat,Delaware,Venmo,No,Fall,Next Day Air,M,No,27,43,3384,,,,43,39,43,2.6
30-35,Outerwear,Gold,2795,No,Fortnightly,Female,Jacket,New York,Cash,No,Fall,Standard,M,No,33,24,2795,,,,24,7,24,3.3
30-35,Outerwear,Peach,3132,No,Every 3 Months,Female,Jacket,North Dakota,Bank Transfer,No,Fall,Store Pickup,M,No,34,59,3132,,,,59,11,59,2.9
65-70,Outerwear,Blue,2812,No,Quarterly,Female,Jacket,Ohio,Credit Card,No,Fall,Store Pickup,M,No,69,89,2812,,,,89,19,89,3.7
60-65,Outerwear,Turquoise,3665,No,Fortnightly,Female,Jacket,Missouri,Debit Card,No,Fall,Store Pickup,M,No,63,68,3665,,,,68,1,68,4.4
45-50,Outerwear,Beige,3066,No,Bi-Weekly,Female,Jacket,North Dakota,Venmo,No,Fall,Store Pickup,M,No,49,59,3066,,,,59,7,59,2.8
30-35,Outerwear,Turquoise,3138,No,Monthly,Female,Coat,Louisiana,Bank Transfer,No,Spring,2-Day Shipping,M,No,34,,,,,,,14,44,2.7
20-25,Outerwear,Maroon,3361,No,Every 3 Months,Female,Jacket,Minnesota,Cash,No,Spring,2-Day Shipping,M,No,22,,,,,,,47,81,3.3
15-20,Outerwear,Gold,3294,No,Fortnightly,Female,Coat,West Virginia,Credit Card,No,Spring,2-Day Shipping,M,No,19,,,,,,,47,91,3.5
20-25,Outerwear,Teal,3251,No,Weekly,Female,Coat,Minnesota,Venmo,No,Spring,2-Day Shipping,M,No,23,,,,,,,15,90,2.9
55-60,Outerwear,Gold,2850,No,Bi-Weekly,Female,Coat,New Hampshire,PayPal,No,Spring,Express,M,No,56,,,,,,,27,25,4.1
65-70,Outerwear,Violet,3343,No,Weekly,Female,Jacket,New Jersey,Credit Card,No,Spring,Free Shipping,M,No,66,,,,,,,45,81,3.8
55-60,Outerwear,White,2697,No,Monthly,Female,Coat,South Dakota,Debit Card,No,Spring,Free Shipping,M,No,57,,,,,,,12,20,4.7
65-70,Outerwear,Blue,3654,No,Fortnightly,Female,Coat,Minnesota,Credit Card,No,Spring,Next Day Air,M,No,67,,,,,,,39,20,3.9
25-30,Outerwear,Indigo,3453,No,Fortnightly,Female,Jacket,Oklahoma,Venmo,No,Spring,Next Day Air,M,No,26,,,,,,,3,20,3.7
60-65,Outerwear,Cyan,2750,No,Annually,Female,Jacket,Vermont,Bank Transfer,No,Spring,Standard,M,No,64,,,,,,,15,53,3.4
40-45,Outerwear,Green,3873,No,Monthly,Female,Jacket,New Hampshire,Cash,No,Spring,Standard,M,No,41,,,,,,,3,94,4.3
60-65,Outerwear,Yellow,3862,No,Monthly,Female,Jacket,Wyoming,Credit Card,No,Spring,Standard,M,No,64,,,,,,,49,57,4.9
55-60,Outerwear,Indigo,2907,No,Annually,Female,Coat,Virginia,Venmo,No,Spring,Standard,M,No,58,,,,,,,7,27,3.9
45-50,Outerwear,Lavender,3166,No,Every 3 Months,Female,Jacket,Hawaii,Bank Transfer,No,Spring,Store Pickup,M,No,49,,,,,,,38,92,3
50-55,Outerwear,Blue,3418,No,Fortnightly,Female,Coat,Massachusetts,Debit Card,No,Summer,2-Day Shipping,M,No,54,,,,,,,22,35,2.9
25-30,Outerwear,Brown,3640,No,Annually,Female,Coat,Illinois,Venmo,No,Summer,2-Day Shipping,M,No,26,,,,,,,39,44,3.6
50-55,Outerwear,Gray,3827,No,Annually,Female,Jacket,Montana,Bank Transfer,No,Summer,Express,M,No,50,,,,,,,25,31,4
30-35,Outerwear,Silver,2977,No,Fortnightly,Female,Coat,Nebraska,Cash,No,Summer,Express,M,No,30,,,,,,,28,97,2.8
50-55,Outerwear,Beige,3419,No,Annually,Female,Jacket,South Carolina,Debit Card,No,Summer,Free Shipping,M,No,53,,,,,,,35,30,2.8
30-35,Outerwear,Magenta,3216,No,Every 3 Months,Female,Coat,Rhode Island,PayPal,No,Summer,Free Shipping,M,No,34,,,,,,,10,90,2.7
30-35,Outerwear,Charcoal,3182,No,Every 3 Months,Female,Jacket,Montana,PayPal,No,Summer,Free Shipping,M,No,31,,,,,,,27,51,4.4
45-50,Outerwear,Olive,3319,No,Monthly,Female,Jacket,North Dakota,PayPal,No,Summer,Free Shipping,M,No,45,,,,,,,15,46,3.9
50-55,Outerwear,Peach,3558,No,Every 3 Months,Female,Jacket,Nevada,PayPal,No,Summer,Next Day Air,M,No,52,,,,,,,1,26,4.9
55-60,Outerwear,Black,2669,No,Quarterly,Female,Coat,Texas,PayPal,No,Summer,Next Day Air,M,No,59,,,,,,,9,75,4.8
50-55,Outerwear,Green,3103,No,Bi-Weekly,Female,Jacket,South Dakota,Cash,No,Summer,Standard,M,No,51,,,,,,,29,85,4.3
50-55,Outerwear,Violet,3680,No,Bi-Weekly,Female,Coat,Idaho,Cash,No,Summer,Store Pickup,M,No,53,,,,,,,5,91,2.5
45-50,Outerwear,Gold,3592,No,Quarterly,Female,Jacket,South Dakota,Bank Transfer,No,Winter,2-Day Shipping,M,No,48,,,,,,,38,89,3.2
65-70,Outerwear,Indigo,2857,No,Monthly,Female,Jacket,Iowa,Credit Card,No,Winter,2-Day Shipping,M,No,65,,,,,,,31,48,3.5
15-20,Outerwear,Yellow,3020,No,Annually,Female,Jacket,Utah,PayPal,No,Winter,2-Day Shipping,M,No,19,,,,,,,15,44,3.9
60-65,Outerwear,Gray,3110,No,Fortnightly,Female,Jacket,Illinois,Bank Transfer,No,Winter,Free Shipping,M,No,60,,,,,,,47,92,4.3
45-50,Outerwear,Pink,3311,No,Fortnightly,Female,Jacket,Iowa,PayPal,No,Winter,Free Shipping,M,No,45,,,,,,,12,27,3.6
25-30,Outerwear,Gold,3252,No,Quarterly,Female,Coat,Nevada,Venmo,No,Winter,Standard,M,No,25,,,,,,,39,20,3.7
55-60,Outerwear,Red,2797,No,Annually,Female,Jacket,Oklahoma,Cash,No,Winter,Store Pickup,M,No,55,,,,,,,21,73,3.8
40-45,Outerwear,White,2965,No,Fortnightly,Female,Coat,Ohio,Venmo,No,Fall,2-Day Shipping,S,No,44,25,2965,,,,25,13,25,3.8
30-35,Outerwear,Indigo,2973,No,Every 3 Months,Female,Jacket,New York,Venmo,No,Fall,Free Shipping,S,No,31,39,2973,,,,39,11,39,4.2
20-25,Outerwear,Pink,2655,No,Annually,Female,Coat,Idaho,PayPal,No,Fall,Next Day Air,S,No,23,70,2655,,,,70,4,70,4.1
65-70,Outerwear,Indigo,3129,No,Annually,Female,Jacket,Arkansas,Cash,No,Fall,Standard,S,No,65,32,3129,,,,32,20,32,4.4
60-65,Outerwear,Olive,3543,No,Weekly,Female,Coat,Idaho,Venmo,No,Spring,Express,S,No,62,,,,,,,5,28,4.2
55-60,Outerwear,Olive,2961,No,Weekly,Female,Coat,Indiana,Credit Card,No,Spring,Standard,S,No,57,,,,,,,47,48,3.6
30-35,Outerwear,Green,3051,No,Every 3 Months,Female,Coat,Kentucky,Venmo,No,Spring,Standard,S,No,31,,,,,,,28,76,3.6
65-70,Outerwear,Turquoise,2706,No,Bi-Weekly,Female,Jacket,Washington,Credit Card,No,Spring,Store Pickup,S,No,65,,,,,,,1,81,5
55-60,Outerwear,Beige,2772,No,Fortnightly,Female,Jacket,Maryland,Bank Transfer,No,Summer,2-Day Shipping,S,No,58,,,,,,,12,52,3.1
15-20,Outerwear,Olive,3471,No,Bi-Weekly,Female,Coat,West Virginia,Cash,No,Summer,Free Shipping,S,No,19,,,,,,,31,69,4.5
65-70,Outerwear,Violet,2863,No,Every 3 Months,Female,Coat,Hawaii,Bank Transfer,No,Summer,Store Pickup,S,No,68,,,,,,,5,75,4.7
25-30,Outerwear,Silver,3817,No,Fortnightly,Female,Coat,Maryland,Credit Card,No,Summer,Store Pickup,S,No,29,,,,,,,45,86,4.3
45-50,Outerwear,Charcoal,3061,No,Monthly,Female,Coat,California,Venmo,No,Summer,Store Pickup,S,No,47,,,,,,,1,80,4.7
20-25,Outerwear,Green,3438,No,Annually,Female,Jacket,Oklahoma,PayPal,No,Winter,2-Day Shipping,S,No,22,,,,,,,50,62,3.5
15-20,Outerwear,Yellow,3449,No,Fortnightly,Female,Coat,Kentucky,Bank Transfer,No,Winter,Express,S,No,18,,,,,,,32,28,4.1
45-50,Outerwear,Gray,3267,No,Weekly,Female,Coat,Alabama,Bank Transfer,No,Winter,Next Day Air,S,No,49,,,,,,,33,74,4.2
35-40,Outerwear,Peach,3465,No,Annually,Female,Coat,Utah,PayPal,No,Winter,Next Day Air,S,No,36,,,,,,,12,59,2.7
30-35,Outerwear,Charcoal,3322,No,Annually,Female,Coat,Maine,Venmo,No,Winter,Next Day Air,S,No,32,,,,,,,3,100,4.3
15-20,Outerwear,Green,3611,No,Fortnightly,Female,Jacket,Texas,Bank Transfer,No,Fall,2-Day Shipping,XL,No,18,86,3611,,,,86,23,86,4.8
55-60,Outerwear,Lavender,3205,No,Bi-Weekly,Female,Jacket,New Mexico,Debit Card,No,Fall,Free Shipping,XL,No,57,92,3205,,,,92,23,92,4.3
20-25,Outerwear,Yellow,3723,No,Fortnightly,Female,Jacket,Kentucky,Credit Card,No,Fall,Standard,XL,No,23,34,3723,,,,34,1,34,4
35-40,Outerwear,Cyan,3657,No,Monthly,Female,Jacket,North Dakota,Credit Card,No,Spring,2-Day Shipping,XL,No,35,,,,,,,18,67,3.7
50-55,Outerwear,Cyan,3747,No,Monthly,Female,Coat,Idaho,PayPal,No,Summer,Next Day Air,XL,No,53,,,,,,,49,99,2.6
55-60,Outerwear,Olive,3342,No,Monthly,Female,Jacket,Connecticut,Credit Card,No,Summer,Standard,XL,No,55,,,,,,,35,50,4.5
65-70,Accessories,Lavender,1768,No,Fortnightly,Male,Jewelry,Minnesota,Debit Card,No,Fall,2-Day Shipping,L,No,69,89,1768,89,,,,46,89,3.8
50-55,Accessories,Gray,1941,No,Fortnightly,Male,Hat,Alaska,PayPal,No,Fall,2-Day Shipping,L,No,50,89,1941,89,,,,48,89,3.9
45-50,Accessories,Silver,2361,No,Every 3 Months,Male,Handbag,New York,Venmo,No,Fall,2-Day Shipping,L,No,49,80,2361,80,,,,27,80,4.7
65-70,Accessories,Pink,1878,No,Annually,Male,Gloves,Pennsylvania,Credit Card,No,Fall,Express,L,No,69,62,1878,62,,,,3,62,3.6
70-75,Accessories,Brown,2619,No,Monthly,Male,Handbag,Louisiana,Venmo,No,Fall,Express,L,No,70,77,2619,77,,,,12,77,4.1
60-65,Accessories,Orange,2078,No,Annually,Male,Scarf,Nebraska,Bank Transfer,No,Fall,Free Shipping,L,No,64,34,2078,34,,,,26,34,3.3
55-60,Accessories,Maroon,2586,No,Weekly,Male,Sunglasses,Wisconsin,Debit Card,No,Fall,Free Shipping,L,No,57,37,2586,37,,,,19,37,4.4
55-60,Accessories,Peach,2110,No,Every 3 Months,Male,Jewelry,California,Venmo,No,Fall,Free Shipping,L,No,59,31,2110,31,,,,28,31,2.7
60-65,Accessories,Peach,2376,No,Quarterly,Male,Backpack,Virginia,Credit Card,No,Fall,Next Day Air,L,No,60,63,2376,63,,,,18,63,2.9
35-40,Accessories,Blue,1839,No,Quarterly,Male,Gloves,Vermont,Credit Card,No,Fall,Next Day Air,L,No,37,24,1839,24,,,,11,24,4.1
50-55,Accessories,Gold,2215,No,Weekly,Male,Belt,Idaho,Debit Card,No,Fall,Standard,L,No,50,100,2215,100,,,,20,100,4.1
20-25,Accessories,Red,1687,No,Annually,Male,Gloves,Illinois,Cash,No,Fall,Store Pickup,L,No,22,75,1687,75,,,,25,75,4.2
40-45,Accessories,Orange,2084,No,Fortnightly,Male,Scarf,Mississippi,Credit Card,No,Fall,Store Pickup,L,No,41,59,2084,59,,,,26,59,2.7
30-35,Accessories,Yellow,2156,No,Monthly,Male,Handbag,Hawaii,PayPal,No,Fall,Store Pickup,L,No,32,51,2156,51,,,,46,51,3.7
35-40,Accessories,Black,2398,No,Monthly,Male,Sunglasses,West Virginia,Venmo,No,Fall,Store Pickup,L,No,37,26,2398,26,,,,41,26,2.9
50-55,Accessories,Gold,2384,No,Annually,Male,Backpack,Rhode Island,Bank Transfer,No,Spring,2-Day Shipping,L,No,53,,,,,,,25,72,4.9
40-45,Accessories,Cyan,2299,No,Every 3 Months,Male,Handbag,Montana,Cash,No,Spring,2-Day Shipping,L,No,40,,,,,,,10,87,2.9
30-35,Accessories,White,1991,No,Annually,Male,Backpack,Connecticut,PayPal,No,Spring,2-Day Shipping,L,No,32,,,,,,,15,95,3.4
55-60,Accessories,Blue,2057,No,Monthly,Male,Backpack,Minnesota,PayPal,No,Spring,2-Day Shipping,L,No,55,,,,,,,29,46,4.4
50-55,Accessories,Beige,2296,No,Quarterly,Male,Hat,Connecticut,PayPal,No,Spring,2-Day Shipping,L,No,50,,,,,,,45,22,2.9
25-30,Accessories,Turquoise,2478,No,Weekly,Male,Gloves,California,PayPal,No,Spring,2-Day Shipping,L,No,25,,,,,,,29,40,3.8
60-65,Accessories,Maroon,1798,No,Weekly,Male,Belt,Oregon,Venmo,No,Spring,2-Day Shipping,L,No,62,,,,,,,26,35,3.9
20-25,Accessories,Lavender,2456,No,Every 3 Months,Male,Belt,Alaska,Cash,No,Spring,Express,L,No,20,,,,,,,25,98,3.4
60-65,Accessories,Indigo,1795,No,Fortnightly,Male,Backpack,Ohio,Debit Card,No,Spring,Express,L,No,60,,,,,,,21,40,3.7
50-55,Accessories,Gray,2537,No,Every 3 Months,Male,Belt,Oklahoma,PayPal,No,Spring,Express,L,No,51,,,,,,,45,39,4.9
40-45,Accessories,Teal,2515,No,Bi-Weekly,Male,Hat,Alaska,PayPal,No,Spring,Free Shipping,L,No,42,,,,,,,45,37,4.8
15-20,Accessories,Beige,1887,No,Bi-Weekly,Male,Gloves,Arkansas,Cash,No,Spring,Next Day Air,L,No,18,,,,,,,46,91,4.4
25-30,Accessories,Peach,2544,No,Bi-Weekly,Male,Scarf,West Virginia,PayPal,No,Spring,Next Day Air,L,No,27,,,,,,,30,56,2.7
55-60,Accessories,Gold,2262,No,Fortnightly,Male,Backpack,South Carolina,Bank Transfer,No,Spring,Standard,L,No,58,,,,,,,12,76,4.4
20-25,Accessories,Olive,2646,No,Bi-Weekly,Male,Scarf,Louisiana,Bank Transfer,No,Spring,Store Pickup,L,No,23,,,,,,,24,81,4
25-30,Accessories,Yellow,2410,No,Every 3 Months,Male,Jewelry,Washington,Cash,No,Spring,Store Pickup,L,No,26,,,,,,,47,37,3
45-50,Accessories,Magenta,1979,No,Quarterly,Male,Sunglasses,Massachusetts,Cash,No,Spring,Store Pickup,L,No,45,,,,,,,1,78,3.8
40-45,Accessories,Indigo,2240,No,Every 3 Months,Male,Jewelry,Alabama,Credit Card,No,Summer,2-Day Shipping,L,No,42,,,,,,,41,96,3.8
30-35,Accessories,Pink,2286,No,Every 3 Months,Male,Belt,Michigan,PayPal,No,Summer,2-Day Shipping,L,No,34,,,,,,,38,100,4.6
35-40,Accessories,Cyan,1706,No,Bi-Weekly,Male,Jewelry,South Dakota,Venmo,No,Summer,2-Day Shipping,L,No,39,,,,,,,49,29,3.4
25-30,Accessories,Violet,2131,No,Annually,Male,Backpack,Arizona,Credit Card,No,Summer,Free Shipping,L,No,25,,,,,,,33,68,3.7
40-45,Accessories,Blue,1951,No,Every 3 Months,Male,Backpack,Arkansas,PayPal,No,Summer,Free Shipping,L,No,43,,,,,,,26,78,4.6
55-60,Accessories,Turquoise,2199,No,Monthly,Male,Scarf,New York,Venmo,No,Summer,Free Shipping,L,No,57,,,,,,,35,80,3.5
30-35,Accessories,Gold,1952,No,Bi-Weekly,Male,Gloves,Connecticut,Bank Transfer,No,Summer,Next Day Air,L,No,33,,,,,,,32,53,2.7
25-30,Accessories,Red,2462,No,Weekly,Male,Scarf,Pennsylvania,Credit Card,No,Summer,Next Day Air,L,No,28,,,,,,,19,86,4.8
60-65,Accessories,Charcoal,2201,No,Every 3 Months,Male,Gloves,Wyoming,Debit Card,No,Summer,Next Day Air,L,No,60,,,,,,,27,51,4.7
30-35,Accessories,Teal,2248,No,Annually,Male,Jewelry,Florida,Venmo,No,Summer,Next Day Air,L,No,34,,,,,,,18,37,4.4
40-45,Accessories,Blue,1812,No,Annually,Male,Belt,Wisconsin,Bank Transfer,No,Summer,Standard,L,No,42,,,,,,,33,77,3.6
30-35,Accessories,Yellow,1785,No,Quarterly,Male,Backpack,Louisiana,Debit Card,No,Summer,Standard,L,No,32,,,,,,,4,31,4.8
35-40,Accessories,Peach,2643,No,Annually,Male,Belt,Iowa,Bank Transfer,No,Summer,Store Pickup,L,No,39,,,,,,,48,87,4
65-70,Accessories,Brown,1747,No,Fortnightly,Male,Handbag,Alabama,Bank Transfer,No,Summer,Store Pickup,L,No,65,,,,,,,44,44,3.1
50-55,Accessories,Beige,1860,No,Fortnightly,Male,Belt,New Jersey,Debit Card,No,Summer,Store Pickup,L,No,54,,,,,,,29,26,3.7
25-30,Accessories,Teal,2379,No,Bi-Weekly,Male,Scarf,New Hampshire,PayPal,No,Summer,Store Pickup,L,No,26,,,,,,,37,71,2.7
60-65,Accessories,Orange,2331,No,Every 3 Months,Male,Backpack,Arizona,PayPal,No,Summer,Store Pickup,L,No,60,,,,,,,47,63,2.9
40-45,Accessories,Gray,1738,No,Bi-Weekly,Male,Jewelry,Ohio,Venmo,No,Summer,Store Pickup,L,No,42,,,,,,,50,98,4.2
35-40,Accessories,Pink,2303,No,Monthly,Male,Belt,Montana,Venmo,No,Summer,Store Pickup,L,No,36,,,,,,,38,39,3.6
40-45,Accessories,Indigo,2565,No,Weekly,Male,Scarf,Kentucky,Bank Transfer,No,Winter,2-Day Shipping,L,No,42,,,,,,,27,90,3
65-70,Accessories,Teal,2514,No,Annually,Male,Handbag,Washington,Cash,No,Winter,2-Day Shipping,L,No,69,,,,,,,42,53,3.5
20-25,Accessories,Silver,1740,No,Weekly,Male,Jewelry,Minnesota,Cash,No,Winter,Express,L,No,21,,,,,,,23,98,4.2
35-40,Accessories,White,2324,No,Monthly,Male,Gloves,Maryland,Credit Card,No,Winter,Express,L,No,35,,,,,,,36,93,4.7
40-45,Accessories,Lavender,1784,No,Monthly,Male,Handbag,Ohio,Credit Card,No,Winter,Free Shipping,L,No,42,,,,,,,30,49,3.3
50-55,Accessories,Teal,1898,No,Fortnightly,Male,Sunglasses,Alaska,Debit Card,No,Winter,Free Shipping,L,No,53,,,,,,,11,97,2.9
60-65,Accessories,Maroon,2365,No,Quarterly,Male,Sunglasses,Mississippi,PayPal,No,Winter,Free Shipping,L,No,62,,,,,,,4,60,4.2
40-45,Accessories,Yellow,2193,No,Monthly,Male,Scarf,Virginia,Credit Card,No,Winter,Next Day Air,L,No,41,,,,,,,9,35,3.2
40-45,Accessories,Turquoise,2158,No,Fortnightly,Male,Handbag,Mississippi,Venmo,No,Winter,Next Day Air,L,No,41,,,,,,,41,68,4
25-30,Accessories,Silver,2307,No,Bi-Weekly,Male,Gloves,Florida,Cash,No,Winter,Standard,L,No,27,,,,,,,8,78,3.4
45-50,Accessories,Black,2572,No,Fortnightly,Male,Sunglasses,Mississippi,Cash,No,Winter,Standard,L,No,45,,,,,,,48,27,3.5
15-20,Accessories,Charcoal,2225,No,Quarterly,Male,Gloves,Nebraska,Cash,No,Winter,Standard,L,No,18,,,,,,,38,25,4.3
40-45,Accessories,Pink,2549,No,Monthly,Male,Backpack,Texas,Credit Card,No,Winter,Standard,L,No,42,,,,,,,34,63,3.8
65-70,Accessories,Peach,2375,No,Monthly,Male,Gloves,Washington,Debit Card,No,Winter,Standard,L,No,69,,,,,,,31,73,4.7
55-60,Accessories,Teal,1745,No,Weekly,Male,Sunglasses,Michigan,PayPal,No,Winter,Standard,L,No,57,,,,,,,23,63,3
40-45,Accessories,Blue,1883,No,Quarterly,Male,Scarf,Tennessee,Bank Transfer,No,Winter,Store Pickup,L,No,44,,,,,,,25,54,5
65-70,Accessories,Magenta,1940,No,Every 3 Months,Male,Gloves,Ohio,PayPal,No,Winter,Store Pickup,L,No,66,,,,,,,20,57,3.7
25-30,Accessories,Silver,2056,No,Weekly,Male,Handbag,Texas,Bank Transfer,No,Fall,2-Day Shipping,M,No,28,33,2056,33,,,,28,33,3.4
40-45,Accessories,Lavender,2113,No,Fortnightly,Male,Belt,Tennessee,Cash,No,Fall,2-Day Shipping,M,No,43,68,2113,68,,,,7,68,4.5
50-55,Accessories,Maroon,2458,No,Quarterly,Male,Handbag,Delaware,Cash,No,Fall,2-Day Shipping,M,No,53,37,2458,37,,,,23,37,3.6
50-55,Accessories,Magenta,1916,No,Weekly,Male,Backpack,Alabama,Cash,No,Fall,2-Day Shipping,M,No,51,74,1916,74,,,,44,74,4.7
65-70,Accessories,Lavender,1836,No,Quarterly,Male,Scarf,Kentucky,Credit Card,No,Fall,2-Day Shipping,M,No,65,75,1836,75,,,,45,75,3.2
20-25,Accessories,Gray,2601,No,Bi-Weekly,Male,Belt,New York,Bank Transfer,No,Fall,Express,M,No,21,83,2601,83,,,,6,83,3.9
55-60,Accessories,Gold,2614,No,Monthly,Male,Gloves,South Dakota,Bank Transfer,No,Fall,Express,M,No,58,88,2614,88,,,,14,88,2.9
50-55,Accessories,Pink,1771,No,Weekly,Male,Backpack,Michigan,Bank Transfer,No,Fall,Express,M,No,53,22,1771,22,,,,34,22,4.3
40-45,Accessories,Purple,1998,No,Bi-Weekly,Male,Backpack,Connecticut,Debit Card,No,Fall,Express,M,No,42,25,1998,25,,,,10,25,4.7
55-60,Accessories,White,1819,No,Every 3 Months,Male,Sunglasses,North Carolina,Debit Card,No,Fall,Express,M,No,58,39,1819,39,,,,47,39,3.8
50-55,Accessories,Maroon,2214,No,Quarterly,Male,Hat,Hawaii,Debit Card,No,Fall,Express,M,No,54,94,2214,94,,,,18,94,2.9
30-35,Accessories,Red,2046,No,Quarterly,Male,Jewelry,Georgia,PayPal,No,Fall,Express,M,No,31,20,2046,20,,,,26,20,4.4
35-40,Accessories,Blue,2261,No,Quarterly,Male,Scarf,Missouri,PayPal,No,Fall,Express,M,No,38,82,2261,82,,,,16,82,4.9
40-45,Accessories,Brown,2386,No,Weekly,Male,Scarf,Oklahoma,PayPal,No,Fall,Express,M,No,41,31,2386,31,,,,12,31,3.8
